Traffic_Level,ID,Delivery_person_ID,weather_description,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Rating,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,temperature,humidity,precipitation,Distance_km,DeliveryTimeMins,RestaurantID,CustomerID,OrderID,Age,AgeGroup,Gender,IncomeLevel,OrderFrequency,Location,PreferredCuisine,Area,City,RestaurantName,Price,AvgRating,Total ratings,FoodType,Address,Delivery time,ReducedTime,Delivery Band,Reduced DeliveryTime
Very High,D181,ALHRES05DEL01,clear sky,Drinks,motorcycle,32,4.7,25.457.687,81.835.585,25.567.687,81.945.585,25.02,44,0,19.8,58.55,456230,8654,D181,26,26-35,Male,Low,Low,Bangalore,Mughlai,Nsp,Delhi,China Gate Fast Food,250,2.9,80,Chinese,Nsp,63,52.695,45+ mins,52.695
Very High,D50D,DEHRES03DEL01,clear sky,Drinks,scooter,20,4.9,30.335.259,78.053.162,30.445.259,78.163.162,11.16,87,0,30.04,88.85,78684,8660,D50D,25,18-25,Male,Medium,Low,Bangalore,Chinese,Bandra East,Mumbai,Flavors Of China,850,4.2,50,Chinese,Gc Colony,50,79.965,45+ mins,79.965
Very High,E214,AURGRES04DEL02,haze,Snack,scooter,36,4.6,19.876.106,75.340.775,20.006.106,75.470.775,21.01,60,0,28.48,77.2,454734,8661,E214,56,46+,Male,Medium,Medium,Bangalore,Tandoor,Sinhgad Road,Pune,Sam Mankar Dosa,300,2.9,80,"South Indian,Desserts,Beverages",Sinhgad Road,77,69.48,45+ mins,69.48
Very High,981E,PUNERES12DEL02,clear sky,Meal,motorcycle,27,5,18.520.016,73.830.547,18.650.016,73.960.547,23.32,48,0,23.97,67.65,59557,8682,981E,22,18-25,Male,High,Low,Bangalore,Biryani,Anna Nagar,Chennai,The Grand Sweets And Snacks - Amirtham Restaurant,400,4.7,100,"Sweets,Snacks",Anna Nagar West,62,60.885,45+ mins,60.885
Very High,9519,JAPRES04DEL02,clear sky,Meal,motorcycle,31,3.8,26.902.328,75.794.257,27.032.328,75.924.257,23.81,29,0,31,67.25,387335,8684,9519,40,36-45,Female,Low,Medium,Bangalore,Mughlai,Koramangala,Bangalore,Biryani By Kilo,500,4.1,500,"Biryani,Hyderabadi,Lucknowi,Kebabs,Mughlai,North Indian,Desserts,Beverages",Koramangala,72,60.525,45+ mins,60.525
Very Low,419A,VADRES05DEL01,haze,Meal,motorcycle,34,4.8,22.310.526,73.170.937,22.320.526,73.180.937,24,64,0,2.39,9.5,192846,9935,419A,19,18-25,Male,Low,Medium,Bangalore,Tandoor,Ghatkopar West,Mumbai,Sundeep Hotel,500,4.2,20,Chinese  North Indian  Seafood,Ghatkopar Vikhroli,49,8.55,45+ mins,8.55
Very High,A6A2,BANGRES14DEL03,haze,Drinks,motorcycle,39,3.5,12.949.934,77.699.386,13.039.934,77.789.386,22.67,73,0,20.95,64.45,380346,8706,A6A2,52,46+,Male,Medium,Low,Bangalore,Biryani,A.S. Rao Nagar & Sainikpuri,Hyderabad,Sri Sai Ak Tiffin Centre,200,4.2,100,Indian  South Indian,A.S. Rao Nagar & Sainikpuri,83,58.005,45+ mins,58.005
Very High,B8E0,BANGRES13DEL02,haze,Meal,scooter,28,4.7,12.935.662,7.761.413,13.065.662,7.774.413,22.33,73,0,25.19,56.7,47583,8712,B8E0,53,46+,Male,Medium,High,Bangalore,North Indian,Chembur,Mumbai,Lazeez Desi Tadka,500,2.9,50,"Indian,North Indian",Chembur,54,51.03,45+ mins,51.03
Very High,541F,CHENRES15DEL02,overcast clouds,Buffet,electric_scooter,33,4.9,13.026.286,80.275.235,13.156.286,80.405.235,28.53,76,0,26.17,72.45,60471,8727,541F,36,36-45,Male,Medium,Medium,Bangalore,Mughlai,Uttam Nagar,Delhi,Rolls Mania,200,3.6,20,Beverages,Main Najafgarh Road,75,65.205,45+ mins,65.205
Very High,5.90E+09,PUNERES03DEL03,clear sky,Buffet,motorcycle,20,4.7,18.554.382,73.798.206,18.644.382,73.888.206,22.89,48,0,21.42,57.3,106025,8732,5.90E+09,45,36-45,Male,Medium,Medium,Bangalore,Tandoor,Surat,Surat,Hotel Modern,300,4,100,"Punjabi,Rajasthani,Gujarati,Thalis,Chinese,Home Food,Desserts,Sweets,Snacks,Indian,North Indian,Beverages",Hira Moti Market,39,51.57,31-45 mins,51.57
Very High,1F72,CHENRES05DEL02,overcast clouds,Drinks,motorcycle,29,5,13.058.616,80.264.151,13.108.616,80.314.151,28.51,82,0,14.83,63.9,31974,8739,1F72,38,36-45,Female,Medium,High,Bangalore,Punjabi,Sivanchetti Gardens,Bangalore,Monsoon,700,4.5,20,"Andhra,Asian,Bengali,Biryani,Chettinad,Coastal,Continental,Desserts,Fast Food,Italian,Mughlai,North Indian,Pan-Asian,Seafood,South Indian",M.G Road,50,57.51,45+ mins,57.51
Very High,1324,HYDRES18DEL02,haze,Meal,motorcycle,36,4.7,17.450.851,78.379.347,17.530.851,78.459.347,22.75,60,0,17.06,48.1,82375,8742,1324,39,36-45,Male,Medium,Low,Bangalore,Lucknowi,Vadgaon Budruk,Pune,Hotel Lazeez,500,3.9,50,Seafood,Narhe,81,43.29,45+ mins,43.29
Very High,9EE2,INDORES05DEL02,clear sky,Meal,motorcycle,34,4.6,22.727.021,75.884.167,22.857.021,76.014.167,22.31,43,0,27.79,52.7,312796,8747,9EE2,20,18-25,Female,Medium,Low,Bangalore,Gujarati,Kilpauk,Chennai,Tcf - Twinchester Foods,200,2.9,80,"Chinese,Snacks",Kilpauk,57,47.43,45+ mins,47.43
Very High,8892,INDORES03DEL02,clear sky,Snack,motorcycle,30,4.7,22.751.857,75.866.699,22.881.857,75.996.699,22.3,43,0,26.88,54.9,160393,8977,8892,28,26-35,Male,Medium,Medium,Bangalore,Snacks,Ganga Dham,Pune,Om Pure Veg,300,2.9,80,"North Indian,Snacks",Kondhwa,62,49.41,45+ mins,49.41
Very High,3828,HYDRES12DEL03,haze,Drinks,scooter,39,4.5,17.429.585,78.392.621,17.489.585,78.452.621,22.93,60,0,17.37,57.7,395848,8764,3828,41,36-45,Male,High,Medium,Bangalore,South Indian,Himayath Nagar,Hyderabad,Vinayak Tiffins,100,2.9,80,South Indian,Himayath Nagar,33,51.93,31-45 mins,51.93
Very Low,258C,HYDRES010DEL01,broken clouds,Drinks,motorcycle,29,4.6,17.428.294,78.404.423,17.438.294,78.414.423,21.14,65,0,2.62,19.75,402176,9455,258C,59,46+,Female,Medium,High,Bangalore,Mughlai,South Kolkata,Kolkata,Coffee N Mood,500,2.9,80,Beverages,South Kolkata,71,17.775,45+ mins,17.775
Very High,6968,BANGRES19DEL02,haze,Drinks,motorcycle,22,4.5,12.914.264,776.784,12.994.264,777.584,23.24,73,0,18.36,64.05,50236,8778,6968,35,26-35,Female,Medium,Low,Bangalore,Lucknowi,Periyamet,Chennai,Bombay Kulfi,150,4.6,100,"Ice Cream,Desserts",Vepery,28,57.645,21-30 mins,57.645
Very High,9.00E+25,MUMRES19DEL01,smoke,Snack,motorcycle,38,4.3,19.131.141,72.813.074,19.241.141,72.923.074,27.21,57,0,32.73,93.3,157553,8789,9.00E+25,35,26-35,Male,Medium,Low,Bangalore,Gujarati,Mylapore,Chennai,Lassi Cream-Citi Centre,150,4,20,"Desserts,Beverages,Ice Cream,Bakery",Mylapore,63,83.97,45+ mins,83.97
Very Low,8105,INDORES05DEL01,haze,Snack,electric_scooter,39,4.7,22.727.021,75.884.167,22.737.021,75.894.167,17.08,72,0,2.14,14.2,157553,9407,8105,51,46+,Male,Low,Low,Bangalore,Lucknowi,Mylapore,Chennai,Lassi Cream-Citi Centre,150,4,20,"Desserts,Beverages,Ice Cream,Bakery",Mylapore,63,12.78,45+ mins,12.78
Very High,C568,LUDHRES19DEL03,clear sky,Meal,motorcycle,30,4.7,30.902.872,75.826.808,30.992.872,75.916.808,23.67,39,0,20.17,47.35,393591,8804,C568,28,26-35,Male,Low,High,Bangalore,Lucknowi,Paschim Vihar,Delhi,Level 2 By Radisson Blu,1000,2.9,80,Desserts,Paschim Vihar,56,42.615,45+ mins,42.615
Very High,B118,HYDRES13DEL01,haze,Drinks,electric_scooter,20,4.8,17.431.477,7.840.035,17.541.477,7.851.035,22.52,60,0,27.05,71.75,237387,8805,B118,23,18-25,Female,High,High,Bangalore,Snacks,Tagore Garden Extension,Delhi,The Thali Station,200,3.8,20,"North Indian,Punjabi,Desserts",Rajouri Garden,79,64.575,45+ mins,64.575
Very High,C138,DEHRES19DEL02,clear sky,Snack,electric_scooter,24,4.6,30.372.202,78.077.151,30.452.202,78.157.151,11.16,87,0,24.82,75.85,346858,8810,C138,20,18-25,Male,High,Low,Bangalore,Gujarati,Chembur,Mumbai,Velvette Patisserie,350,4.1,20,Indian  Continental  Snacks  Sweets,Chembur,49,68.265,45+ mins,68.265
Very High,DC5B,BHPRES20DEL02,clear sky,Snack,motorcycle,22,4.8,23.235.123,77.398.886,23.365.123,77.528.886,22.17,42,0,23.86,61.95,365818,8811,DC5B,35,26-35,Female,High,High,Bangalore,Desserts,Santacruz East,Mumbai,The Brooklyn Creamery - Healthy Ice Cream,200,4.4,20,"Desserts,Ice Cream,Healthy Food",Kalina,28,55.755,21-30 mins,55.755
Very High,4247,MUMRES03DEL03,clear sky,Drinks,scooter,29,4.6,1.922.384,72.841.347,1.931.384,72.931.347,27.22,53,0,34.81,91.5,62710,8820,4247,26,26-35,Female,Medium,Medium,Bangalore,Lucknowi,Kothrud,Pune,Iddos,300,3.8,100,South Indian,Kothrud,55,82.35,45+ mins,82.35
Very High,8BF0,BANGRES06DEL01,haze,Meal,scooter,30,4.6,12.979.096,77.640.625,13.089.096,77.750.625,22.19,73,0,22.12,49.95,441287,8824,8BF0,32,26-35,Male,Medium,Medium,Bangalore,North Indian,Jadavpur,Kolkata,We Bake U Take,150,2.9,80,Bakery  Snacks,Jadavpur,82,44.955,45+ mins,44.955
Very High,9921,JAPRES01DEL02,clear sky,Drinks,motorcycle,33,4.8,2.690.519,75.810.753,2.703.519,75.940.753,23.93,29,0,29.77,66.25,287942,8863,9921,19,18-25,Male,Medium,High,Bangalore,Gujarati,Ashok Nagar,Bangalore,Mom Made,450,2.9,80,North Indian,Central Bangalore,36,59.625,31-45 mins,59.625
Very High,498C,PUNERES17DEL02,clear sky,Snack,scooter,29,4.7,18.530.963,73.828.972,18.610.963,73.908.972,22.76,48,0,16.78,51.5,298655,8867,498C,41,36-45,Male,Medium,High,Bangalore,Lucknowi,Shivajinagar,Pune,Haka,500,4.5,100,"Chinese,Asian,Seafood",Pyramid Mall,52,46.35,45+ mins,46.35
Very High,DFC7,KNPRES010DEL02,clear sky,Snack,electric_scooter,38,4.9,2.647.775,80.351.569,2.660.775,80.481.569,25.14,43,0,27.08,54.8,4739,9256,DFC7,41,36-45,Male,Low,Medium,Bangalore,Punjabi,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100,4.2,100,"American,Steakhouse,Italian,Mexican,Continental,Mediterranean,Desserts,Grill,Salads,Pastas,Pizzas,Lebanese",Kensington Point,52,49.32,45+ mins,49.32
Very Low,2EA7,HYDRES19DEL01,broken clouds,Snack,motorcycle,22,4.7,17.458.998,78.500.366,17.468.998,78.510.366,21.32,64,0,2.13,12.25,82844,9563,2EA7,45,36-45,Male,Low,High,Bangalore,Snacks,Mehdipatnam,Hyderabad,Al Baik Shawarma,200,4.2,20,Arabian,Gudi Malkapur,49,11.025,45+ mins,11.025
Very High,1289,COIMBRES08DEL01,haze,Meal,scooter,20,4.5,11.001.852,76.976.268,11.111.852,77.086.268,26.12,73,0,20.42,47.6,408756,8907,1289,44,36-45,Female,Low,Low,Bangalore,Desserts,Banjara Hills,Hyderabad,Lassi & Falooda Co,200,2.9,80,"Beverages,Healthy Food,Juices",Banjara Hills,65,42.84,45+ mins,42.84
Very High,D65F,AURGRES01DEL03,haze,Meal,scooter,32,4.6,19.876.219,75.346.017,19.966.219,75.436.017,19.98,60,0,26.39,67.15,303947,8911,D65F,24,18-25,Female,Medium,Medium,Bangalore,Chinese,Bandra Area,Mumbai,The Bluebop Cafe,1100,4.6,100,Italian  American  Mexican  Pastas  Pizzas  Desserts  Salads  Snacks,Bandra West,62,60.435,45+ mins,60.435
Very High,23C5,CHENRES02DEL03,overcast clouds,Snack,electric_scooter,38,4.6,13.086.438,80.220.672,13.146.439,80.280.672,28.26,82,0,13.96,53.25,233050,8917,23C5,36,36-45,Female,Low,Medium,Bangalore,Punjabi,Abids,Hyderabad,Faasos,200,4,50,"Combo,Snacks,Beverages,Desserts",Abids,37,47.925,31-45 mins,47.925
Very High,984D,CHENRES07DEL01,overcast clouds,Snack,scooter,33,4.9,13.081.878,80.248.519,13.151.878,80.318.519,28.33,82,0,19.39,64.9,343941,8919,984D,51,46+,Male,Medium,Medium,Bangalore,Desserts,Rohini,Delhi,Chicken Bites,400,2.9,80,"Indian,Tandoor,Kebabs",Rohini,53,58.41,45+ mins,58.41
Very High,1773,RANCHIRES04DEL01,mist,Snack,motorcycle,35,4.8,23.359.033,85.325.347,23.429.033,85.395.347,20.25,83,0,22.97,57.1,156117,8924,1773,34,26-35,Female,Low,Medium,Bangalore,South Indian,Tagore Garden Extension,Delhi,Dashmesh Tiffin Service,300,2.9,80,"North Indian,Beverages",Tagore Garden Extension,75,51.39,45+ mins,51.39
Very High,C359,AURGRES06DEL01,haze,Snack,motorcycle,26,4.4,19.874.449,75.360.232,19.984.449,75.470.232,21,60,0,28.28,75.85,376412,8929,C359,47,46+,Female,Low,Medium,Bangalore,North Indian,Wadgaon Sheri,Pune,Ice Cream Factory And Shahi Durbar,300,2.9,80,"Ice Cream,Desserts,Beverages",Kalyani Nagar,66,68.265,45+ mins,68.265
Very High,18EB,MUMRES13DEL01,clear sky,Buffet,motorcycle,34,4.1,19.178.321,72.834.715,19.288.321,72.944.715,28.04,53,0,24.29,58.55,293750,8932,18EB,34,26-35,Female,Medium,Medium,Bangalore,Desserts,East Kolkata Township,Kolkata,"R.D	Food Corner",200,3.8,20,North Indian  Chinese,Ruby Area,77,52.695,45+ mins,52.695
Very High,550C,COIMBRES17DEL01,haze,Drinks,motorcycle,34,4.6,11.026.117,76.944.652,11.136.117,77.054.652,26.06,73,0,22.86,57.8,437396,8934,550C,29,26-35,Female,Low,Low,Bangalore,Punjabi,Sinhgad Road,Pune,Swadist Bite - Healthy Bakery,250,2.9,80,Bakery,Sinhgad Road,67,52.02,45+ mins,52.02
Very High,1D41,INDORES14DEL02,clear sky,Drinks,motorcycle,34,4.9,22.761.593,75.886.362,22.891.593,76.016.362,22.22,43,0,27.03,61.9,100398,8935,1D41,57,46+,Male,Low,Low,Bangalore,Desserts,Topsia,Kolkata,Momo'S Point,150,3.6,20,"Chinese,Tibetan,Snacks",Picnic Garden,67,55.71,45+ mins,55.71
Very High,7456,BANGRES18DEL02,haze,Snack,scooter,28,4.6,12.913.041,77.683.237,13.043.041,77.813.237,22.4,73,0,29.57,83.6,433120,8942,7456,56,46+,Female,High,Medium,Bangalore,Tandoor,Marol Sakinaka,Mumbai,Francesco'S Pizzeria,1000,4.6,50,Pizzas  Italian  Pastas  Salads,Marol Sakinaka,50,75.24,45+ mins,75.24
Very High,95A,RANCHIRES01DEL02,scattered clouds,Meal,scooter,29,4.6,23.416.792,85.316.842,23.546.792,85.446.842,18.28,62,0,23.28,55.4,76649,8950,95A,21,18-25,Female,Medium,Medium,Bangalore,Desserts,Aundh,Pune,Karolbaug- Dawat-E-Mehfil,600,4.3,20,North Indian,Aundh,74,49.86,45+ mins,49.86
Very High,7F29,INDORES15DEL02,clear sky,Meal,motorcycle,37,4.6,22.760.072,75.892.574,22.890.072,76.022.574,22.22,43,0,26.3,51.55,280335,8960,7F29,25,18-25,Male,Low,Low,Bangalore,South Indian,Domlur,Bangalore,Savory Platters By Upp,300,4,20,"American,Continental,French,Beverages",Indiranagar,66,46.395,45+ mins,46.395
Very High,2E5B,PUNERES18DEL01,clear sky,Drinks,motorcycle,29,4.8,18.593.481,73.785.901,18.703.481,73.895.901,22.65,48,0,21.63,61.65,299311,8962,2E5B,53,46+,Female,Medium,Medium,Bangalore,Chinese,Jamalia,Chennai,Waffle Dreams,200,2.9,80,"Beverages,Desserts,Snacks",Perambur,52,55.485,45+ mins,55.485
Very High,5EF7,PUNERES06DEL02,clear sky,Snack,motorcycle,32,4.2,18.546.258,73.904.337,18.676.258,74.034.337,23.61,47,0,27.63,62.15,354877,8976,5EF7,40,36-45,Female,Medium,High,Bangalore,Snacks,Thousand Lights,Chennai,Dr Bubbles,350,4.4,100,"Beverages,Snacks,Juices,Bakery,Desserts",Nungambakkam,46,55.935,45+ mins,55.935
Very High,5805,CHENRES12DEL01,mist,Snack,motorcycle,22,4.7,12.972.793,80.249.982,13.042.793,80.319.982,28.51,81,0,17.33,53.5,409321,8978,5805,31,26-35,Female,Medium,Medium,Bangalore,Snacks,Pitampura,Delhi,Lords Of Shawarma (Pitampura),200,3.1,100,"Lebanese,Chinese",Pitampura,51,48.15,45+ mins,48.15
Very High,2E7A,SURRES09DEL02,clear sky,Buffet,motorcycle,21,4.5,21.175.975,72.795.503,21.305.975,72.925.503,24.9,42,0,28.79,65.05,443045,8981,2E7A,23,18-25,Male,Low,Medium,Bangalore,Punjabi,Rohini,Delhi,Da Pizza Factory,300,2.9,80,Italian,Rohini,35,58.545,31-45 mins,58.545
Very High,B716,HYDRES12DEL03,haze,Meal,motorcycle,35,4.2,17.429.585,78.392.621,17.519.585,78.482.621,22.81,60,0,21.21,54.4,354531,8984,B716,47,46+,Female,Medium,Low,Bangalore,Desserts,Ashok Nagar,Bangalore,Burger Seigneur,1200,4.3,100,"American,Beverages",Central Bangalore,34,48.96,31-45 mins,48.96
Very High,5E0A,BANGRES03DEL01,haze,Buffet,scooter,29,4.9,12.979.166,77.640.709,13.089.166,77.750.709,22.14,73,0,22.12,49.55,346034,9002,5E0A,20,18-25,Female,Medium,Medium,Bangalore,Biryani,Navrangpura,Ahmedabad,Iceberg Organic Icecreams,180,3.2,20,Ice Cream,Navrangpura,30,44.595,21-30 mins,44.595
Very High,39A4,MUMRES08DEL02,smoke,Meal,scooter,23,4.3,19.065.838,72.832.658,19.195.838,72.962.658,27.9,57,0,28.78,59.4,4853,9016,39A4,25,18-25,Male,Low,Medium,Bangalore,Biryani,Domlur,Bangalore,Venus Biryani,200,4.1,500,Biryani,3Rd Cross,49,53.46,45+ mins,53.46
Very High,6BF2,HYDRES05DEL01,haze,Buffet,motorcycle,23,4.6,17.433.809,78.386.744,17.543.809,78.496.744,22.64,60,0,24.21,61.95,47964,9019,6BF2,34,26-35,Male,Low,Low,Bangalore,South Indian,Salt Lake Area,Kolkata, Momozon,200,3.9,50,"Chinese,Tibetan",Salt Lake Sector 2 Salt Lake,58,55.755,45+ mins,55.755
Very High,10AA,BANGRES010DEL03,haze,Drinks,motorcycle,27,5,12.933.298,77.614.293,13.023.298,77.704.293,22.79,73,0,17.91,56.75,305472,9029,10AA,59,46+,Male,Medium,Medium,Bangalore,Tandoor,Bidhannagar,Kolkata,Kuheli Rannaghar,200,4.2,100,Indian,Salt Lake,70,51.075,45+ mins,51.075
Very High,D20A,DEHRES07DEL02,clear sky,Meal,scooter,21,4.8,30.362.686,7.806.889,30.442.686,7.814.889,10.26,86,0,24.98,72.3,426014,9075,D20A,42,36-45,Female,Medium,High,Bangalore,Punjabi,Navrangpura,Ahmedabad,Frankies And Fries,300,2.9,80,"Fast Food,Continental",Navrangpura,46,65.07,45+ mins,65.07
Very High,74D1,JAPRES03DEL03,clear sky,Meal,electric_scooter,35,4.6,26.913.483,75.803.139,27.053.483,75.943.139,23.92,29,0,27.73,54.6,161742,9080,74D1,24,18-25,Male,Medium,Medium,Bangalore,South Indian,Gopipura,Surat,Chandan Bhojnalay,150,4.2,100,"Thalis,Gujarati,Indian,Punjabi",Chauta Bazar,35,49.14,31-45 mins,49.14
Very High,70FA,JAPRES01DEL03,clear sky,Snack,motorcycle,29,4.5,2.690.519,75.810.753,2.699.519,75.900.753,23.95,28,0,19,50.45,26680,9083,70FA,51,46+,Female,Low,Medium,Bangalore,Lucknowi,Egmore,Chennai,Milkyway,100,4.3,50,"Ice Cream,Desserts,Chaat",Ethiraj Salai,31,45.405,31-45 mins,45.405
Very High,620D,INDORES17DEL02,clear sky,Drinks,motorcycle,25,4.9,22.761.226,75.887.522,22.891.226,76.017.522,22.22,43,0,26.83,58.9,449372,9086,620D,46,46+,Female,Medium,High,Bangalore,Chinese,Kothrud,Pune,Cafe Doraemon,200,2.9,80,"Pizzas,Chinese",Kothrud,64,53.01,45+ mins,53.01
Very High,8DEB,JAPRES03DEL01,clear sky,Drinks,electric_scooter,27,4.7,26.913.483,75.803.139,27.023.483,75.913.139,23.84,28,0,19.5,56,386316,9089,8DEB,40,36-45,Female,Low,Low,Bangalore,Mughlai,Piplod,Surat,East Pizza Co.,350,2.9,80,"Pizzas,Fast Food",Piplod,61,50.4,45+ mins,50.4
Very High,4.00E+09,CHENRES13DEL01,overcast clouds,Meal,electric_scooter,29,4.6,13.027.018,80.254.791,13.097.018,80.324.791,28.39,82,0,18.65,59.7,356481,9095,4.00E+09,53,46+,Male,High,Low,Bangalore,Snacks,Kankurgachi,Kolkata,Zalt,200,4.4,20,Indian,Burrabazar,57,53.73,45+ mins,53.73
Very High,C75E,KOCRES07DEL02,scattered clouds,Buffet,motorcycle,35,5,9.985.697,76.281.128,10.115.697,76.411.128,24.24,91,0,32.22,56.1,303951,9096,C75E,35,26-35,Male,Low,Medium,Bangalore,Punjabi,Chembur,Mumbai,C Square Chat Cafe,200,4,100,"Chaat,Snacks,Fast Food",Teen Talao,48,50.49,45+ mins,50.49
Very High,3A43,HYDRES010DEL03,haze,Drinks,motorcycle,37,5,17.428.294,78.404.423,17.518.294,78.494.423,22.67,60,0,22.26,57.45,117904,9105,3A43,31,26-35,Female,Medium,Low,Bangalore,Mughlai,Chickpet,Bangalore,Homese Just Veg,200,2.9,80,"South Indian,North Indian,Fast Food",K.G. Road,52,51.705,45+ mins,51.705
Very High,E235,ALHRES19DEL03,clear sky,Snack,motorcycle,28,4.6,25.457.116,81.859.682,25.597.116,81.999.682,24.9,44,0,27.39,56.3,4248,9112,E235,21,18-25,Male,Medium,Medium,Bangalore,North Indian,Nagole,Hyderabad,Hotel Swagath Grand - Dhanturi Group Of Hotels,300,3.9,1000,"Biryani,Chinese,South Indian,North Indian,Tandoor",Alkapuri X Roads,67,50.67,45+ mins,50.67
Very High,3B01,MUMRES03DEL01,clear sky,Meal,motorcycle,21,4.9,1.922.384,72.841.347,1.929.384,72.911.347,27.45,54,0,22.99,68.4,438360,9116,3B01,60,46+,Male,Low,Medium,Bangalore,South Indian,Salt Lake,Kolkata,Flesh N Bones,100,2.9,80,Biryani,Salt Lake,62,61.56,45+ mins,61.56
Very High,9FB0,PUNERES08DEL03,clear sky,Drinks,scooter,20,4.7,1.853.408,7.389.852,1.862.408,7.398.852,23.39,47,0,21.24,59.05,449646,9120,9FB0,53,46+,Male,Low,High,Bangalore,Biryani,Egmore,Chennai,Taj Mugalai Since 1981,250,2.9,80,"Chinese,Arabian",Egmore,36,53.145,31-45 mins,53.145
Very Low,E1E0,GOARES18DEL01,mist,Snack,motorcycle,33,4.1,1.549.395,73.827.423,1.550.395,73.837.423,28.99,74,0,3.41,17.8,449646,9817,E1E0,42,36-45,Female,Medium,Low,Bangalore,North Indian,Egmore,Chennai,Taj Mugalai Since 1981,250,2.9,80,"Chinese,Arabian",Egmore,36,16.02,31-45 mins,16.02
Very High,5BAA,PUNERES08DEL01,clear sky,Buffet,motorcycle,31,4.1,1.853.408,7.389.852,1.864.408,7.400.852,23.58,47,0,23.93,60.15,64234,9125,5BAA,20,18-25,Female,Medium,High,Bangalore,Tandoor,Chembur,Mumbai,Liplick Pizzeria,200,3.9,50,"Pizzas,Italian",Poster Colony,46,54.135,45+ mins,54.135
Very High,731F,MUMRES20DEL02,smoke,Snack,motorcycle,24,4.8,19.103.249,72.846.749,19.233.249,72.976.749,27.86,57,0,31.33,66.6,128221,9132,731F,45,36-45,Female,High,High,Bangalore,Biryani,Dhankawadi,Pune,Ufo Fries And Corn,300,3.6,20,"Fast Food,Beverages",Katraj,71,59.94,45+ mins,59.94
Very High,48DF,INDORES01DEL02,clear sky,Buffet,motorcycle,27,4.5,22.695.207,75.866.059,22.825.207,75.996.059,22.25,44,0,27.93,49.05,13571,9149,48DF,30,26-35,Male,Low,Low,Bangalore,South Indian,Ballygunge,Kolkata,Haji Saheb Park Circus,800,4.2,500,"Mughlai,North Indian,Chinese",Near Park Circus 7 Point Crossing,54,44.145,45+ mins,44.145
Very High,18BE,MUMRES18DEL02,smoke,Drinks,motorcycle,29,4.6,191.093,72.825.451,191.893,72.905.451,26.5,57,0,24.72,76.5,35105,9162,18BE,42,36-45,Female,Medium,Medium,Bangalore,Desserts,Andheri East,Mumbai,Cake Walk 72,300,4.1,50,Desserts,Near Boomerang  Chandivali,57,68.85,45+ mins,68.85
Very High,B458,JAPRES19DEL03,clear sky,Snack,motorcycle,35,4.8,26.913.726,7.575.282,27.053.726,7.589.282,23.72,29,0,28.64,54.75,35105,9227,B458,45,36-45,Male,Low,High,Bangalore,Chinese,Andheri East,Mumbai,Cake Walk 72,300,4.1,50,Desserts,Near Boomerang  Chandivali,57,49.275,45+ mins,49.275
Very High,898C,CHENRES20DEL02,overcast clouds,Meal,motorcycle,34,4,12.975.996,80.221.898,13.105.996,80.351.898,28.4,82,0,29.79,74.95,249050,9173,898C,32,26-35,Female,Low,Medium,Bangalore,Tandoor,Paschim Vihar,Delhi,Punjabi Dhaba - Paschim Vihar,300,4,20,"Indian,North Indian",Paschim Vihar,48,67.455,45+ mins,67.455
Very High,2E5C,INDORES010DEL02,clear sky,Meal,motorcycle,36,4.8,2.275.004,75.902.847,2.288.004,76.032.847,22.14,44,0,28.87,48.75,4320,9176,2E5C,49,46+,Male,High,Medium,Bangalore,Snacks,Narayanguda,Hyderabad,Mehfil,300,3.9,10000,"Biryani,Tandoor,Chinese,Indian,Kebabs,Desserts",Narayanguda,25,43.875,21-30 mins,43.875
Very High,581F,MUMRES19DEL02,clear sky,Meal,scooter,29,4.6,19.131.141,72.813.074,1.926.114,72.943.074,26.56,51,0,37.43,79.45,431682,9179,581F,35,26-35,Female,Low,Low,Bangalore,Mughlai,Swargate,Pune,Sambar Pure Veg,150,2.9,80,"South Indian,Chinese,Beverages,Indian",Swargate,39,71.505,31-45 mins,71.505
Very High,585C,MUMRES15DEL03,clear sky,Buffet,scooter,27,4.6,19.176.269,72.836.721,19.266.269,72.926.721,27.63,51,0,20.87,79.8,412803,9197,585C,18,18-25,Female,Medium,High,Bangalore,North Indian,Perambur,Chennai,Paratha Experiment,200,4.1,50,"North Indian,Punjabi,Home Food,Indian,Snacks,Combo,Desserts,Beverages,South Indian,Continental,Chettinad,Healthy Food,Chinese,Sweets",Perambur,54,71.82,45+ mins,71.82
Very High,3449,BANGRES18DEL01,haze,Snack,motorcycle,35,3.5,12.913.041,77.683.237,13.023.041,77.793.237,22.77,73,0,25.02,62.15,465741,9198,3449,43,36-45,Male,High,Low,Bangalore,Tandoor,Central Kolkata,Kolkata,Sandwich Pizza House,200,2.9,80,"Chinese,Snacks,North Indian,Pizzas",Central Kolkata,59,55.935,45+ mins,55.935
Very High,7EA9,HYDRES05DEL02,haze,Meal,motorcycle,33,4.7,17.433.809,78.386.744,17.563.809,78.516.744,22.59,60,0,30.73,68,390426,9221,7EA9,31,26-35,Male,High,Low,Bangalore,North Indian,Athwa,Surat,Dalbati Hub,200,2.9,80,Rajasthani,Athwa,44,61.2,31-45 mins,61.2
